ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000056782,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000056797,0 ,0 ,1 ,3 ,1 ,0 
ENSMUSG00000056815,3 ,1 ,1 ,0 ,1 ,4 
ENSMUSG00000056822,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000056824,3 ,2 ,2 ,2 ,3 ,1 
ENSMUSG00000056829,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056836,0 ,9 ,11 ,0 ,0 ,2 
ENSMUSG00000056849,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056853,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056856,0 ,0 ,2 ,1 ,2 ,2 
ENSMUSG00000056858,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056863,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056877,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056880,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000056883,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056885,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056901,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056910,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056912,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056921,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000056926,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056943,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056946,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056959,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056961,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056966,3 ,1 ,1 ,5 ,1 ,2 
ENSMUSG00000056973,0 ,1 ,0 ,1 ,1 ,0 
ENSMUSG00000056978,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056987,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056995,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057003,2 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000057021,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000057037,2 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000057047,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057050,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057060,3 ,3 ,5 ,3 ,7 ,1 
ENSMUSG00000057067,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057068,1 ,0 ,0 ,0 ,3 ,0 
ENSMUSG00000057074,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057092,3 ,2 ,2 ,4 ,1 ,6 
ENSMUSG00000057123,5 ,1 ,2 ,3 ,2 ,7 
ENSMUSG00000057135,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057149,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057157,3 ,0 ,0 ,2 ,0 ,2 
ENSMUSG00000057160,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057161,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057163,0 ,0 ,0 ,2 ,2 ,2 
ENSMUSG00000057170,2 ,0 ,1 ,4 ,1 ,1 
ENSMUSG00000057173,1 ,4 ,2 ,2 ,3 ,4 
ENSMUSG00000057174,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057179,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057191,0 ,0 ,1 ,1 ,0 ,1 
ENSMUSG00000057195,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057203,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057216,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057223,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000057240,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057246,2 ,0 ,3 ,5 ,1 ,2 
ENSMUSG00000057262,0 ,6 ,8 ,0 ,2 ,2 
ENSMUSG00000057270,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057280,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000057290,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000057321,0 ,1 ,0 ,0 ,1 ,0 
ENSMUSG00000057349,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057370,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057381,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057402,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057417,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057424,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057425,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057439,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057443,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057444,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000057446,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057447,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057455,1 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000057461,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057464,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057465,5 ,3 ,0 ,2 ,0 ,3 
ENSMUSG00000057499,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057513,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057540,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057564,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057577,2 ,2 ,1 ,1 ,1 ,3 
ENSMUSG00000057580,4 ,1 ,3 ,8 ,0 ,3 
ENSMUSG00000057592,0 ,2 ,1 ,3 ,1 ,2 
ENSMUSG00000057605,2 ,2 ,2 ,1 ,1 ,2 
ENSMUSG00000057606,1 ,1 ,3 ,2 ,3 ,2 
ENSMUSG00000057609,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057612,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057650,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057654,3 ,3 ,0 ,4 ,8 ,2 
ENSMUSG00000057657,1 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000057674,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057685,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057696,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057697,0 ,2 ,1 ,0 ,1 ,0 
ENSMUSG00000057699,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057710,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057723,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000057726,6 ,3 ,0 ,3 ,3 ,2 
ENSMUSG00000057735,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057754,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057761,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057762,6 ,0 ,0 ,3 ,0 ,4 
ENSMUSG00000057770,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057799,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057801,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057805,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057816,2 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000057817,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057818,3 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000057829,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057855,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057890,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057899,3 ,2 ,2 ,4 ,2 ,1 
ENSMUSG00000057903,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057913,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000057933,2 ,1 ,1 ,1 ,0 ,2 
ENSMUSG00000057945,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057977,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057981,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000057997,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058005,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058014,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058017,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058019,1 ,1 ,1 ,0 ,2 ,2 
ENSMUSG00000058030,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058050,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058052,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058057,2 ,5 ,2 ,2 ,2 ,3 
ENSMUSG00000058063,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000058064,2 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000058071,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058073,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000058078,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058084,1 ,2 ,2 ,2 ,1 ,0 
ENSMUSG00000058101,2 ,0 ,0 ,2 ,1 ,2 
ENSMUSG00000058114,2 ,6 ,3 ,4 ,2 ,1 
ENSMUSG00000058119,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058124,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058126,2 ,8 ,2 ,3 ,0 ,3 
ENSMUSG00000058132,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058159,3 ,0 ,2 ,3 ,1 ,3 
ENSMUSG00000058163,0 ,0 ,0 ,1 ,2 ,0 
ENSMUSG00000058172,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058176,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058188,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058194,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058200,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058207,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058244,0 ,4 ,2 ,2 ,2 ,2 
ENSMUSG00000058250,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058251,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000058260,0 ,1 ,1 ,1 ,2 ,3 
ENSMUSG00000058270,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058275,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058281,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058287,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058295,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058328,1 ,0 ,1 ,3 ,0 ,1 
ENSMUSG00000058349,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058354,0 ,0 ,0 ,3 ,1 ,1 
ENSMUSG00000058357,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000058368,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058398,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000058399,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058400,1 ,1 ,1 ,1 ,0 ,2 
ENSMUSG00000058430,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058435,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058463,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058470,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058491,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058492,6 ,0 ,1 ,2 ,7 ,3 
ENSMUSG00000058499,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058508,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058513,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058515,0 ,2 ,0 ,1 ,0 ,0 
ENSMUSG00000058521,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058523,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058537,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058542,0 ,1 ,2 ,5 ,0 ,2 
ENSMUSG00000058567,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000058568,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058581,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058588,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058590,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058607,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058613,0 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000058618,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058622,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058628,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058631,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058643,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058659,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058662,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058670,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058685,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058692,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058700,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000058715,3 ,1 ,0 ,7 ,2 ,3 
ENSMUSG00000058717,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058725,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058728,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058731,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058745,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058773,4 ,2 ,1 ,3 ,1 ,3 
ENSMUSG00000058802,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058807,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058809,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000058812,0 ,2 ,0 ,3 ,1 ,1 
ENSMUSG00000058816,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058818,0 ,2 ,1 ,2 ,3 ,2 
ENSMUSG00000058820,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058831,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000058838,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000058856,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058869,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058873,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058884,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058904,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058905,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000058908,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058921,0 ,0 ,0 ,2 ,0 ,1 
ENSMUSG00000058923,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058925,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058932,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058933,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058934,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058935,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058952,6 ,0 ,1 ,2 ,1 ,2 
ENSMUSG00000058953,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000058976,5 ,0 ,3 ,0 ,3 ,2 
ENSMUSG00000058981,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059014,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059023,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059027,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059030,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059031,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059033,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059042,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059043,2 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000059058,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059064,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059069,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059077,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059087,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059089,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000059105,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059106,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059108,5 ,1 ,2 ,8 ,1 ,3 
ENSMUSG00000059112,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059113,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059114,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000059128,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059134,8 ,1 ,2 ,1 ,1 ,3 
ENSMUSG00000059150,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000059159,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059169,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059179,2 ,0 ,2 ,6 ,0 ,1 
ENSMUSG00000059187,1 ,1 ,2 ,5 ,2 ,4 
ENSMUSG00000059189,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000059201,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059203,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059205,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059206,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059213,3 ,0 ,2 ,4 ,0 ,5 
ENSMUSG00000059218,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059230,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059237,1 ,2 ,1 ,1 ,0 ,1 
ENSMUSG00000059246,0 ,0 ,0 ,2 ,2 ,2 
ENSMUSG00000059251,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059252,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059279,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059280,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059301,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000059303,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059319,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000059343,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059352,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059366,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059371,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059375,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059379,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059382,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059383,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000059397,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000059408,1 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000059410,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059411,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059434,1 ,4 ,2 ,0 ,1 ,3 
ENSMUSG00000059455,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059459,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000059460,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059463,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059473,0 ,2 ,0 ,0 ,1 ,0 
ENSMUSG00000059481,1 ,3 ,2 ,0 ,1 ,2 
ENSMUSG00000059483,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059488,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059503,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059504,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059547,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059562,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059565,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000059571,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059585,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059595,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059606,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059610,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059623,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059625,1 ,0 ,0 ,2 ,2 ,0 
ENSMUSG00000059626,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059631,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059632,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059639,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059645,0 ,1 ,2 ,1 ,0 ,0 
ENSMUSG00000059647,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059648,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059654,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059657,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059658,0 ,0 ,0 ,0 ,1 ,2 
ENSMUSG00000059663,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059668,1 ,1 ,2 ,2 ,0 ,0 
ENSMUSG00000059687,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059690,3 ,3 ,6 ,2 ,2 ,4 
ENSMUSG00000059695,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059706,3 ,2 ,0 ,3 ,1 ,0 
ENSMUSG00000059751,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059763,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059768,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059776,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059821,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059827,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059830,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059832,0 ,0 ,0 ,2 ,1 ,2 
ENSMUSG00000059835,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059845,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059852,3 ,3 ,0 ,4 ,1 ,6 
ENSMUSG00000059857,1 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000059862,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059864,0 ,1 ,1 ,1 ,5 ,0 
ENSMUSG00000059867,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059873,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059874,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059877,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059887,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059908,3 ,3 ,1 ,6 ,1 ,2 
ENSMUSG00000059910,5 ,2 ,1 ,1 ,7 ,0 
ENSMUSG00000059912,2 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000059934,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059956,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059964,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059972,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000059994,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000060017,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060019,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000060024,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060029,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000060030,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060049,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060057,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060068,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060070,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060081,0 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000060084,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060105,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060112,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060114,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060128,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060143,2 ,1 ,2 ,2 ,3 ,0 
ENSMUSG00000060161,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060170,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060177,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060183,0 ,1 ,0 ,0 ,0 ,1 
ENSMUSG00000060188,1 ,0 ,1 ,2 ,1 ,2 
ENSMUSG00000060198,0 ,0 ,0 ,2 ,1 ,4 
ENSMUSG00000060201,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060204,1 ,1 ,0 ,0 ,2 ,0 
ENSMUSG00000060205,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000060208,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060245,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060254,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060256,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060268,1 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000060303,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060311,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060317,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060335,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060375,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060377,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060380,1 ,4 ,4 ,15 ,0 ,2 
ENSMUSG00000060404,1 ,1 ,0 ,2 ,0 ,0 
ENSMUSG00000060407,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060411,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000060412,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060416,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000060417,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060424,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000060438,1 ,2 ,0 ,0 ,0 ,0 
